title,author,genre,length_category
Four Blondes,Candace Bushnell,Fiction,average
The House of Morgan,Ron Chernow,Biography & Autobiography,long
The Eternal Frontier,Tim Flannery,History,long
Parliament of Whores,P. J. O'Rourke,Humor,average
Charlie Wilson's War,George Crile,History,long
Monster,Sanyika Shakur,Biography & Autobiography,average
Layer Cake,J. J. Connolly,Fiction,average
Reservation Blues,Sherman Alexie,Fiction,average
Lord Malquist and Mr. Moon,Tom Stoppard,Fiction,average
Cold Mountain,Charles Frazier;George Vithoulkas,Fiction,average
The Labyrinth of Solitude,Octavio Paz,History,average
Every Good Boy Deserves Favor and Professional Foul,Tom Stoppard,Drama,short
"Exit the King, The Killer, and Macbett",Eugène Ionesco,Drama,short
"Destroy, She Said",Marguerite Duras,Fiction,short
Sexus,Henry Miller,Fiction,long
Tropic of Capricorn,Henry Miller,Fiction,average
The 10 Commandments of Parenting,H. Edwin Young,Religion,average
Little Pilgrim's Progress,Helen L. Taylor,Juvenile Fiction,average
E=mc2,David Bodanis,Science,average
Longitude,Dava Sobel;Neil Armstrong,Science,short
The -Alchemist's Kitchen,Guy Ogilvy,"Body, Mind & Spirit",short
A History of the World in 6 Glasses,Tom Standage,Cooking,average
The Illustrated Longitude,Dava Sobel;William J.H. Andrewes,Science,average
Once Upon a Cool Motorcycle Dude,Kevin O'Malley,Juvenile Fiction,short
The Pilgrim's Regress,C. S. Lewis,Religion,average
A Time to Embrace,William Stacy Johnson,Political Science,average
Jesus and the Eyewitnesses,Richard Bauckham,Religion,long
The Early History of God,Mark S. Smith,Religion,average
Pirates of Venus,Edgar Rice Burroughs,Fiction,short
The Coming of the Fairies,Arthur Conan Doyle,Fiction,short
The Lost Continent,C. J. Cutcliffe Hyne,Fiction,average
Black Elk Speaks,Black Elk;John Gneisenau Neihardt;Alexis N. Petri;Lori Utecht,Biography & Autobiography,average
A Lie and a Libel,Binjamin W. Segel,History,short
William Shakespeare's Twelfth Night,Bruce Coville;Tim Raglin,Juvenile Fiction,short
William Shakespeare's Romeo and Juliet,,Juvenile Fiction,short
Time for Ballet,Adèle Geras;Shelagh McNicholas,Juvenile Fiction,short
House of Incest,Anaïs Nin,Fiction,short
A Woman Speaks,Anaïs Nin;Evelyn J. Hinz,Literary Collections,average
The 13th directorate,Barry Chubin,Fiction,short
The Killer Department,Robert Cullen,"Insane, Criminal and dangerous",average
Patty Jane's House of Curl,Lorna Landvik,Fiction,average
Tending Lives,Echo Heron,Medical,long
A Patchwork Planet,Anne Tyler,Fiction,average
Horse Heaven,Jane Smiley,Fiction,long
The Epic of Gilgamesh,Maureen Gallery Kovacs,Literary Criticism,short
The Consequences of Modernity,Anthony Giddens,Social Science,short
Taking God Out of Mathematics and Putting the Body Back in,Brian Rotman,Philosophy,average
"Human, All Too Human, I",Friedrich Wilhelm Nietzsche;Gary Handwerk,Philosophy,average
The Golden Country,Shusaku Endo;Shūsaku Endō,Drama,short
The Anatomy of Human Destructiveness,Erich Fromm,Psychology,long
Escape from Freedom,Erich Fromm,Political Science,average
Clown,Quentin Blake,Juvenile Fiction,short
Crime and Punishment in America,Elliott Currie,Social Science,average
The Magic Journey,John Nichols,Fiction,long
Robert Frost,Jay Parini,Biography & Autobiography,long
The Milagro Beanfield War,John Nichols,Fiction,long
Nickel and Dimed,Barbara Ehrenreich,Business & Economics,average
Eight Men Out,Eliot Asinof,Sports & Recreation,average
John Adams,John P. Diggins,Biography & Autobiography,average
Ulysses S. Grant,Josiah Bunting,Biography & Autobiography,average
You Come Too,Robert Frost,Juvenile Nonfiction,short
The Poetry of Robert Frost,Robert Frost,Poetry,long
Rosa,Nikki Giovanni,Juvenile Nonfiction,short
Media Unlimited,Todd Gitlin,Social Science,average
In Harm's Way,Doug Stanton,History,average
Shakespeare's Secret,Elise Broach,Juvenile Fiction,average
The Second World War,Martin Gilbert,History,long
The Nubian Prince,Juan Bonilla,Fiction,average
"The Historical Atlas of New York City, Second Edition",Eric Homberger,History,short
Messenger of Truth,Jacqueline Winspear,Fiction,average
Saint-Exupery,Stacy Schiff,Biography & Autobiography,long
The Black Cauldron,Lloyd Alexander,Juvenile Fiction,short
Taran Wanderer,Lloyd Alexander,Juvenile Fiction,average
The High King,Lloyd Alexander,Juvenile Fiction,average
The Foundling,Lloyd Alexander,Juvenile Fiction,short
Travels in the Scriptorium,Paul Auster,Fiction,short
The diaries of Franz Kafka,Franz Kafka;Max Brod,Biography & Autobiography,average
The diaries,Franz Kafka,Biography & Autobiography,long
"The Trial of God (as it was Held on February 25, 1649, in Shamgorod)",Elie Wiesel,Fiction,average
The Complete Stories,Franz Kafka,Fiction,long
"The Magic Orange Tree, and Other Haitian Folktales",Diane Wolkstein;Elsa Henriquez,Fiction,average
How to Be a Jewish Parent,Anita Diamant;Karen Kushner,Family & Relationships,average
The Zürau Aphorisms of Franz Kafka,Franz Kafka,Philosophy,short
Emma Lazarus,Esther H. Schor,Biography & Autobiography,average
The Origins of Totalitarianism,Hannah Arendt,Philosophy,long
The Anatomy Coloring Book,Wynn Kapit;Lawrence M. Elson,Science,average
Human Anatomy & Physiology,Elaine Nicpon Marieb;Katja Hoehn,Medical,long
Anatomy & Physiology Coloring Workbook,Elaine N. Marieb,Medical,average
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,long
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,long
The Feynman Lectures on Physics,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,average
Watchmen on the Walls,Hannah Hurnard,History,short
Letters to Children,Clive Staples Lewis,Religion,short
Things Pondered,Beth Moore,Religion,short
Once Upon a Gulf Coast Summer,Susan Oliver,Fiction,average
Monkey Business,Marvin N. Olasky;John Perry,Religion,average
Writing the Qualitative Dissertation,Judith M. Meloy,Education,average
Ovid's Metamorphoses,Ovid,Social Science,long
Tibullus,Michael C. J. Putnam,Foreign Language Study,average
Warfare in the Classical World,John Gibson Warry,History,average
Ovid's Metamorphoses,Ovid,Drama,long
Regeneration Through Violence,Richard Slotkin,Literary Criticism,long
So Far from God,John S. D. Eisenhower,History,long
Selections from Homer's Iliad,Homer,Literary Criticism,long
The Broken Wings,Kahlil Gibran,,short
Existentialism and Human Emotions,Jean-Paul Sartre,Philosophy,short
Wizard,Marc J. Seifer,Biography & Autobiography,long
The Parrot Head Companion,Thomas Ryan,Music,short
The Minority Report,Philip K. Dick,Fiction,average
Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,Cooking,average
Vicars of Christ,Charles A. Coulombe,Religion,long
The Minority Report,Philip K. Dick,Fiction,average
The Complete Films of Alfred Hitchcock,Robert A. Harris;Michael S. Lasky,Performing Arts,average
Edward Lear,Edward Lear,Juvenile Nonfiction,short
Man's Search for Meaning,Viktor Emil Frankl,Psychology,short
Man's Search for Meaning,Viktor Emil Frankl,Biography & Autobiography,short
Lorca & Jiménez,Federico Garcia Lorca,Literary Criticism,average
The Poetics of Space,Gaston Bachelard,Philosophy,average
Art and Culture,Clement Greenberg,Art,average
You Can't be Neutral on a Moving Train,Howard Zinn,Biography & Autobiography,average
When the Rivers Run Dry,Fred Pearce,Nature,average
The Collected Poems of Robert Penn Warren,Robert Penn Warren;John Burt,Poetry,long
The Midnight Mystery (The Boxcar Children Mysteries #95),Gertrude Chandler Warner,Juvenile Fiction,short
When I Feel Angry,Cornelia Maude Spelman,Juvenile Fiction,short
A Persian requiem,Sīmīn Dānishvar,Fiction,average
Einstein's 1912 manuscript on the special theory of relativity,Albert Einstein,Biography & Autobiography,short
Jasmine and Stars,Fatemeh Keshavarz,Literary Criticism,short
Allusions in Ulysses,Weldon Thornton,Literary Criticism,long
The Scotch-Irish,James G. Leyburn,History,average
"The Creation of the American Republic, 1776-1787",Gordon S. Wood,Political science,long
The Transcendence of the Ego,Jean-Paul Sartre,Philosophy,short
The Weimar Republic,Detlev J. K. Peukert,History,average
Love You Until...,Lisa McCourt,Religion,short
Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,Biography & Autobiography,average
"What Life Was Like on the Banks of the Nile: Egypt, 3050-30 B.C.",Time-Life,Egypt,short
Manna from Heaven,Roger Zelazny;Steven Brust;Scott Zrubeck,Fiction,average
Toast,Charles Stross,Comics & Graphic Novels,average
Anna Karenina,Leo Nikolayevich Tolstoy;Leo Tolstoy;Constance Garnett,Fiction,long
"Billy Budd, Sailor and Other Uncompleted Writings",Herman Melville,Fiction,long
The Chain of Chance,Stanisław Lem,Literary Criticism,short
His Master's Voice,Stanisław Lem,Fiction,short
A Perfect Vacuum,Stanisław Lem,Fiction,average
The Phenomenon of Life,Hans Jonas;Eleonore Jonas,Philosophy,average
Lewis Carroll's Jabberwocky,Graeme Base,Juvenile Nonfiction,short
The Lighthouse Land,Adrian McKinty,Juvenile Fiction,average
Babar's World Tour,Laurent de Brunhoff,Juvenile Fiction,short
Ruby Gloom's Guide to Friendship,Mighty Fine Inc.,Juvenile Nonfiction,short
The Beatles,Simon Wells,Performing Arts,long
Creating the Worlds of Star Wars,John Knoll;J. W. Rinzler,Performing Arts,long
The Art of Maurice Sendak,Selma G. Lanes,Biography & Autobiography,average
National Geographic Society,C. D.B. Bryan,Photography,long
The Boy Who Couldn't Die,William Sleator,Juvenile Fiction,short
Pink Box,Joan Sinclair,Art,short
"Paris Spleen, 1869",Charles Baudelaire;Charles Pierre Baudelaire,Poetry,short
The Berlin Stories,Christopher Isherwood,Fiction,long
The Air-conditioned Nightmare,Henry Miller,Fiction,average
"Mémoires, Plaidoiries Et Documents",Henry Miller,Biography & Autobiography,average
Henry Miller on Writing,Henry Miller,Literary Criticism,average
The Collected Poems of Wilfred Owen,Wilfred Owen,Poetry,short
Safe Conduct,Boris Leonidovich Pasternak,Biography & Autobiography,average
The Flight of Icarus,Raymond Queneau,Fiction,short
Turtle Island,Gary Snyder,Poetry,short
Selected Poems,Octavio Paz;G. Aroul,Poetry,short
Seven Nights,Jorge Luis Borges,Literary Collections,short
The Blue Flowers,Raymond Queneau,Poetry,average
"The Collected Poems of Octavio Paz, 1957-1987",Octavio Paz,Poetry,long
The Crack-up,Francis Scott Fitzgerald,Literary Collections,average
Deep River,Shūsaku Endō,Fiction,average
The Samurai,Shūsaku Endō,Fiction,average
"The Daring Young Man on the Flying Trapeze, and Other Stories",William Saroyan,Fiction,average
In Search of Duende,Federico García Lorca;Norman Thomas Di Giovanni,Poetry,short
Everything and Nothing,Jorge Luis Borges,Literary Collections,short
The Red Notebook,Paul Auster,Fiction,short
Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,Fiction,short
The Selected Poems of Federico García Lorca,Federico García Lorca,Poetry,short
October Light,John Gardner,Fiction,average
Laughter in the Dark,Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville,Fiction,average
Wookiee Cookies,Robin Davis,Cooking,short
The Campfire Collection,Eric Martin,Fiction,short
The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,Cooking,short
Stylepedia,Steven Heller;Louise Fili,Art,average
Chicago Stories,John Miller;Genevieve Morgan,Fiction,average
The Star Wars Poster Book,Stephen Sansweet;Peter Vilmur,Performing Arts,average
Vincent's Colors,"Metropolitan Museum of Art (New York, N.Y.)",Juvenile Nonfiction,short
I Am 8-bit,Jon M. Gibson,Art,short
Edie,Melissa Painter;David Weisman,Biography & Autobiography,short
Chaucer's Canterbury Tales (Selected),Geoffrey Chaucer;Vincent F. Hopper,Literary Collections,long
"Twelfth Night, Or, What You Will",William Shakespeare,Drama,average
Forms of Talk,Erving Goffman,Language Arts & Disciplines,average
"Aeschylus, 1",Aeschylus,Drama,short
"Euripides, 3",Euripides,Drama,average
"Aeschylus, 2",Aeschylus,Drama,average
The Negro,W. E. B. Du Bois,History,average
Aristophanes: The Acharnians,Smith Palmer Bovie;David R. Slavitt,Greek drama (Comedy),average
Lord of the Flies,William Golding,Fiction,average
The Last Castle,Jack Vance;Robert Silverberg,Fiction,short
The Invisible Man,H. G. Wells,Fiction,short
The Last Book of Swords: Shieldbreaker's Story,Fred Saberhagen,Fiction,average
Pastwatch,Orson Scott Card,Fiction,long
The Medusa in the Shield,David G. Hartwell,Fiction,long
A Fabulous Formless Darkness,David G. Hartwell,Fiction,long
The Sixth Book of Lost Swords,Fred Saberhagen,Fiction,average
The Shadow Rising,Robert Jordan,Fiction,long
Lord of Chaos,Robert Jordan,Fiction,long
Hart's Hope,Orson Scott Card,Fiction,average
An Armory of Swords,Fred Saberhagen,Fiction,average
Red Prophet,Orson Scott Card,Fiction,average
Anthonology,Piers Anthony,Fiction,average
Orion,Ben Bova,Fiction,long
The Call of Earth,Orson Scott Card,Fiction,average
The Ships of Earth,Orson Scott Card,Fiction,average
A Meeting with Medusa,Kim Stanley Robinson;Arthur Charles Clarke,Fiction,short
Demons Don't Dream,Piers Anthony,Fiction,average
Roc and a Hard Place,Piers Anthony,Fiction,average
Seminole Song,Vella Munn,Fiction,average
A Crown of Swords,Robert Jordan,Fiction,long
Drum Calls,Jo Clayton,Fiction,average
Blood of the Fold,Terry Goodkind,Fiction,long
The Fourth Book of Lost Swords,Fred Saberhagen,Fiction,average
Yon Ill Wind,Piers Anthony,Fiction,average
A Quantum Murder,Peter F. Hamilton,Fiction,average
Shadow of the Hegemon,Orson Scott Card,Fiction,long
The Dastard,Piers Anthony,Fiction,average
Swell Foop,Piers Anthony,Fiction,average
Vale of the Vole,Piers Anthony,Fiction,average
Up In a Heaval,Piers Anthony,Fiction,average
Legends,George R. R. Martin;Anne McCaffrey,Fiction,average
Winter's Heart,Robert Jordan,Fiction,long
The Sword of Truth,Terry Goodkind,Fiction,long
Knife of Dreams,Robert Jordan,Fiction,long
The Gate of Fire,Thomas Harlan,Fiction,long
Ariadne's Web,Fred Saberhagen,Fiction,long
Mindstar Rising,Peter F. Hamilton,Fiction,long
The Simpsons and Philosophy,William Irwin;Mark T. Conard;Aeon J. Skoble,Performing Arts,average
Woody Allen and Philosophy,Mark T. Conard;Aeon J. Skoble,Performing Arts,average
Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,Fiction,average
Buffy the Vampire Slayer and Philosophy,James B. South,Performing Arts,average
The Lord of the Rings and Philosophy,Gregory Bassham;Eric Bronson,Literary Criticism,average
Superheroes and Philosophy,Thomas V. Morris;Matt Morris;William Irwin,Comics & Graphic Novels,average
Star Wars and Philosophy,Kevin S. Decker;William Irwin;Jason T. Eberl,Performing Arts,average
The Undead and Philosophy,Richard Greene;K. Silem Mohammad,Philosophy,average
The Beatles and Philosophy,Michael Baur;Steven Baur,Philosophy,average
Bullshit and Philosophy,Gary L. Hardcastle;George A. Reisch,Family & Relationships,average
The Little Baby Snoogle-Fleejer,Jimmy Carter,Friendship,short
Random House Crossword Megaomnibus,United Feature Syndication,Games,average
Living Faith,Jimmy Carter,Religion,average
Theodore Rex,Edmund Morris,Biography & Autobiography,long
Islam,Karen Armstrong,Religion,average
King Solomon's Mines,Henry Rider Haggard;James Danly,Fiction,average
A Working Stiff's Manifesto,Iain Levison,Biography & Autobiography,short
Funny in Farsi,Firoozeh Dumas,Biography & Autobiography,average
The Birth of Venus,Sarah Dunant,Fiction,long
The Knight Of Maison-Rouge,Alexandre Dumas,Fiction,long
A War Like No Other,Victor Davis Hanson,History,average
Selected Stories of H.G. Wells,Herbert George Wells,Fiction,long
Reading Lolita in Tehran,Azar Nafisi,Biography & Autobiography,average
Kim,Rudyard Kipling,Fiction,average
Color,Victoria Finlay,Art,long
Rendezvous in Black,Cornell Woolrich,Fiction,average
No God But God,Reza Aslan,Religion,average
The Mysterious Island,,Fiction,long
The Ox-Bow Incident,Walter Van Tilburg Clark,Fiction,average
Mountains Beyond Mountains,Tracy Kidder,Biography & Autobiography,average
Caribbean,James Albert Michener,Fiction,long
The Cossacks,Leo Tolstoy,Fiction,short
Fooled By Randomness,Nassim Taleb,Business & Economics,average
Summer Crossing,Truman Capote;Alan U. Schwartz,Fiction,short
The Alienist,Caleb Carr,Fiction,long
The March,E. L. Doctorow,Fiction,average
Wonderland,Joyce Carol Oates,Fiction,long
The Gospel of the Flying Spaghetti Monster,Bobby Henderson,Humor,short
Holding on to the Air,Suzanne Farrell;Toni Bentley,Biography & Autobiography,average
Winter Season,Toni Bentley,Biography & Autobiography,short
The Cave,Robert Penn Warren,Fiction,long
The Story of Avis,Elizabeth Stuart Phelps;Carol Farley Kessler,Biography & Autobiography,average
Echoes of the Marseillaise,Eric J. Hobsbawm,History,short
Moods,Louisa May Alcott,Fiction,long
Daughters of Decadence,Elaine Showalter,Social Science,average
Girls who Wore Black,Ronna Johnson;Nancy McCampbell Grace,Literary Criticism,average
Latin Via Ovid,Norma Goldman;Jacob E. Nyenhuis,Foreign Language Study,long
Practice! Practice!,Norma Goldman;Michael Rossi,Education,short
The Gramsci Reader,Antonio Gramsci,Philosophy,long
Cold Counsel,Sarah M. Anderson;Karen Swenson,Literary Criticism,average
George Eliot,Kathryn Hughes,Biography & Autobiography,long
Marilyn Monroe,Donald Spoto,Biography & Autobiography,long
Temptations,Otis Williams;Patricia Romanowski;Patricia Romanowski Bashe,Biography & Autobiography,average
"Edgar Allan Poe, A to Z",Dawn B. Sova;Branko·Sou閏ek,Biography & Autobiography,average
Blindness and Insight,Paul de DeMan,,average
Christopher and His Kind,Christopher Isherwood,Biography & Autobiography,average
The Condor and the Cows,Christopher Isherwood,Biography & Autobiography,average
Filth,William A. Cohen,History,average
The Man who Tricked a Ghost,Laurence Yep,Juvenile Nonfiction,short
You Can Never Go Home Again,Dyan Sheldon,Divorce,short
Crackup,Len Morgan,Aircraft accidents,short
Notebook of a Return to the Native Land,Aimé Césaire;Clayton Eshleman;Annette Smith,Literary Criticism,short
Robert Penn Warren's All the King's Men,Robert Penn Warren,Performing Arts,average
Odes to Common Things,Pablo Neruda,Poetry,short
The Camera,Ansel Adams,Photography,short
The Negative,Ansel Adams,Photography,average
The Print,Ansel Adams,Photography,average
Final Rain,Jerry Ahern,Fiction,average
Bright Star's Promise,Karen A. Bale,Fiction,long
A Devilish Dilemma,Judith Lansdowne,Fiction,average
Prince of Magic,Anne Stuart,Fiction,average
My Lord Eternity,Debbie Raleigh,Fiction,average
See how She Dies,Lisa Jackson,Fiction,long
This Christmas,Jane Green;Jennifer Coburn;Liz Ireland,Fiction,long
My Wicked Pirate,Rona Sharon,Fiction,long
CliffsNotes on Shakespeare's King Henry IV,James K. Lowers,Literary Criticism,short
CliffsNotes on Shakeapeare's Twelfth Night,J. L. Roberts,Literary Criticism,short
All the King's Men,L. David Allen;Robert H. Lynn,Literary Criticism,short
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,Literary Criticism,short
Cliffs notes on Faulkner's As I lay dying,James L. Roberts,Literary Criticism,short
CliffsNotes on Wright's Black Boy,Carl Senna,Literary Criticism,short
CliffsNotes on Voltaire's Candide,Francois Marie Arouet;James K. Lowers,Literary Criticism,short
CliffsNotes on Heller's Catch-22,C. A. Peek,Literary Criticism,short
CliffsNotes on Euripides' Medea & Electra,Robert J. Milch,Drama,short
CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire,James L. Roberts,Literary Criticism,short
CliffsNotes on Flaubert's Madame Bovary,James L. Roberts,Literary Criticism,short
Middlemarch,Brian Johnston;Mary Ellen Snodgrass,Study Aids,short
CliffsNotes on Wiesel's Night,Maryam Riess,Literary Criticism,short
CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,Literary Criticism,short
CliffsNotes on Faulkner's The Sound and the Fury,James L. Roberts,Literary Criticism,short
CliffsNotes on Hemingway's The Sun Also Rises,Gary Carey,Literary Criticism,short
"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,Study Aids,short
The Heidi Chronicles,Wendy Wasserstein,Literary Criticism,short
Four Baboons Adoring the Sun,John Guare,Drama,short
A Streetcar Named Desire,Tennessee Williams,Drama,short
Having Our Say,Emily Mann;Sarah Louise Delany,Drama,average
"The Santaland Diaries ; And, Season's Greetings",David Sedaris,Performing Arts,short
The Diary of Anne Frank,Frances Goodrich;Albert Hackett;Wendy Ann Kesselman,Drama,short
Wonder of the World,David Lindsay-Abaire,Drama,short
An Adult Evening of Shel Silverstein,Shel Silverstein,Drama,short
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,Drama,short
Gunslinger,Edward Dorn,Fiction,average
Immigrant Acts,Lisa Lowe,Social Science,average
Photography's Other Histories,Christopher Pinney;Nicolas Peterson;Nicholas Thomas,Photography,average
Nikola Tesla,Carol Dommermuth-Costa,Technology & Engineering,short
Oprah Winfrey,Katherine E. Krohn,Juvenile Nonfiction,short
Barack Obama,Marlene Targ Brill,Juvenile Nonfiction,short
The Classical Drawing Atelier,Juliette Aristides,Art,short
Freaks!,Steve Miller,Art,short
The Munsters,Stephen Cox,Performing Arts,average
A Picture Book of Thomas Jefferson,,Juvenile Nonfiction,short
Patrick,Tomie DePaola,Juvenile Nonfiction,short
A Picture Book of Anne Frank,,Juvenile Nonfiction,short
In the Name of Jesus,Henri J. M. Nouwen,Religion,short
Life of the Beloved,Henri J. M. Nouwen,Religion,short
Save the Date,Jason King;Donna Freitas,Religion,short
Huxley and God,Aldous Huxley,Religion,average
Reinventing Jesus,J. Ed Komoszewski;M. James Sawyer;Daniel B. Wallace,Religion,average
Quito 1599,Kris E. Lane,History,average
Art of Being,Erich Fromm,Philosophy,short
"Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing",Peter Demetz,Literary Criticism,average
The Art of Listening,Erich Fromm,Philosophy,average
Guerilla Film Makers Movie Blueprint,Chris Jones,Social Science,long
Don DeLillo's White Noise,Leonard Orr,Literary Criticism,short
Gabriel Garcia Marquez's Love in the Time of Cholera,Tom Fahy,Literary Criticism,short
David Foster Wallace's Infinite Jest,Stephen Burn,Literary Criticism,short
Anita Diamant's The Red Tent,Ann Finding,Literary Criticism,short
Beyond the Chains of Illusion,Erich Fromm;Rainer Funk,Philosophy,short
JK Rowling's Harry Potter Novels,Philip Nel,Literary Criticism,short
Arundhati Roy's The God of Small Things,Julie Mullaney,Literary Criticism,short
History of Philosophy Volume 1,Frederick Copleston,Philosophy,long
Culture of Fear Revisited,Frank Furedi,Social Science,average
Cervantes in Algiers,María Antonia Garcés,Health & Fitness,average
Helena,Evelyn Waugh,Fiction,average
Too Busy Not to Pray,Bill Hybels;LaVonne Neff,Religion,short
The Nature of the Atonement,James K. Beilby;Paul R. Eddy,Religion,average
Original Sin,Henri Blocher,Religion,short
The Cross from a Distance,Peter G. Bolt,Religion,average
Courageous Faith Through the Year,Bill Hybels,Religion,average
Beyond the Postmodern Mind,Huston Smith,Philosophy,average
Mandala,Judith Cornell,"Body, Mind & Spirit",short
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,Humor,average
The Days Are Just Packed,Bill Watterson,Humor,short
Homicidal Psycho Jungle Cat,Bill Watterson,Humor,short
The Essential Calvin And Hobbes,Bill Watterson,Comics & Graphic Novels,average
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,Humor,short
It's a Magical World,Bill Watterson,Humor,short
Mary Engelbreit's Home Companion,Mary Engelbreit,Crafts & Hobbies,short
Stephen King,George Beahm,Fiction,average
Stephen King from A to Z,George Beahm,Fiction,average
Foundations of Clinical Research,Leslie Gross Portney;Mary P. Watkins,Medical,long
Chosen by God,R. C. Sproul,Religion,average
Four Mothers at Chautauqua,Isabella Alden,Fiction,average
Desecration,Tim F. LaHaye;Jerry B. Jenkins,Fiction,long
Armageddon,Tim F. LaHaye;Jerry B. Jenkins,Fiction,average
Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,average
Redemption,Gary Smalley;Karen Kingsbury,Fiction,average
Remember,Karen Kingsbury;Gary Smalley,Fiction,long
"Sit, Walk, Stand",Watchman Nee,Religion,short
Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,Fiction,average
The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,average
The Origin of the Bible,Philip Wesley Comfort,Religion,average
Silenced,Jerry B. Jenkins,Fiction,average
Rejoice,Karen Kingsbury;Gary Smalley,Fiction,average
Reunion,Karen Kingsbury;Gary Smalley,Fiction,average
Forgiven,Karen Kingsbury,Fiction,average
Little Miss Birthday,Roger Hargreaves,Juvenile Fiction,short
Mr. Jelly and the Pirates,Roger Hargreaves,Juvenile Fiction,short
Mountain Madness,David Thompson,Fiction,short
The Halloween Man,Douglas Clegg,Fiction,average
Gold Rage,David Thompson,Fiction,short
The Nightmare Chronicles,Douglas Clegg,Fiction,average
Sweet Revenge,Lynsay Sands,Fiction,average
"Something Borrowed, Something Blue",Constance O'Banyon;Evelyn Rogers;Bobbi Smith,Fiction,average
The House That Jack Built,Graham Masterton,Fiction,average
Mischief,Douglas Clegg,Fiction,average
The Deed,Lynsay Sands,Fiction,average
Bliss,Lynsay Sands,Fiction,average
The Reluctant Reformer,Lynsay Sands,Fiction,average
The Hour Before Dark,Douglas Clegg,Fiction,average
Nightmare House,Douglas Clegg,Fiction,average
The Chase,Lynsay Sands,Fiction,average
The Abandoned,Douglas Clegg,Fiction,average
The Attraction,Douglas Clegg,Fiction,average
Blood Moon Over Bengal,Morag McKendrick Pippin,Fiction,average
Love Is Blind,Lynsay Sands,Fiction,average
Blood Moon Over Britain,Morag McKendrick Pippin,Fiction,average
The Shakespeare Plays: Romeo & Juliet,McGraw-Hill Education,Juvenile Nonfiction,average
Child of God,Cormac McCarthy,Fiction,short
The Buried Mirror,Carlos Fuentes,Fiction,average
The Grace Awakening,Charles R. Swindoll,Religion,average
Lead Like Jesus,Ken Blanchard;Phil Hodges,Religion,average
Blink,Ted Dekker,Fiction,average
Salvation to the Ends of the Earth,Andreas J. Köstenberger;Peter Thomas O'Brien,Religion,average
The Valley of Vision,Arthur Bennett,Religion,average
Discovering God's Will,Sinclair B. Ferguson,Religion,short
The Complete Theory Fun Factory,Katie Elliott;Ian Martin,Juvenile Nonfiction,short
Trainspotting,Murray Smith,Performing Arts,short
The Shawshank redemption,Mark Kermode,Performing Arts,short
Exemplary Novels,Miguel de Cervantes Saavedra,,short
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Audrey Wood,Juvenile Fiction,short
"Head, Shoulders, Knees and Toes ...",,Juvenile Nonfiction,short
Blink-182,Anne Hoppus,Rock groups,short
Dissecting Marilyn Manson,Gavin Baddeley,Music,short
For the Sake of Argument,Christopher Hitchens,Literary Collections,average
"20,000 Leagues Under the Sea",Jules Verne,Sea stories,average
From Hell,Alan Moore;Eddie Campbell;Pete Mullins,"Detective and mystery comic books, strips, etc",long
Eight Mindful Steps to Happiness,Henepola Gunaratana,"Body, Mind & Spirit",average
Assassinating Shakespeare,Thomas Goltz,Biography & Autobiography,average
Full Circle,Luis Sepúlveda;Chris Andrews,Travel,short
The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,Literary Criticism,average
Vergil's Aeneid,Barbara Weiden Boyd,Literary Collections,short
Corroborating Evidence,William T. Rasmussen,True Crime,average
West with the Night,Beryl Markham,Biography & Autobiography,average
Moon in a Dewdrop,Dōgen;Zen Master Dogen,Philosophy,average
Suburban Nation,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck,Architecture,average
Rent Girl,Michelle Tea,Comics & Graphic Novels,average
Summa Theologica,Thomas Aquinas,"Theology, Doctrinal",long
Crime Partners,Donald Goines,Fiction,short
Whoreson,Donald Goines,Fiction,average
The Grail,Brian Doyle;Mary Miller Doyle,Cooking,average
Cold Mountain,Charles Frazier,Fiction,average
Sherlock Holmes,Nick Rennison,Fiction,average
